Provincia;Partido;Localidad
SANTIAGO DEL ESTERO;Salavina;Chilca Juliana
SANTIAGO DEL ESTERO;Salavina;Los Telares
SANTIAGO DEL ESTERO;Salavina;Villa Salavina
SANTIAGO DEL ESTERO;San Martín;Brea Pozo
SANTIAGO DEL ESTERO;San Martín;Estación Robles
SANTIAGO DEL ESTERO;San Martín;Estación Taboada
SANTIAGO DEL ESTERO;San Martín;Villa Nueva
SANTIAGO DEL ESTERO;Sarmiento;Garza
SANTIAGO DEL ESTERO;Silípica;Árraga
SANTIAGO DEL ESTERO;Silípica;Nueva Francia
SANTIAGO DEL ESTERO;Silípica;Simbol
TIERRA DEL FUEGO;ANTARTIDA ARGENTINA;Base Belgrano Ii
TIERRA DEL FUEGO;ANTARTIDA ARGENTINA;Base Orcadas
TIERRA DEL FUEGO;ANTARTIDA ARGENTINA;Base San Martin
TIERRA DEL FUEGO;OTROS;Otros
TIERRA DEL FUEGO;Río Grande;Río Grande
TIERRA DEL FUEGO;Río Grande;Tolhuin
TIERRA DEL FUEGO;Ushuaia;Laguna Escondida
TIERRA DEL FUEGO;Ushuaia;Ushuaia
TUCUMAN;Burruyacú;7 de Abril
TUCUMAN;Burruyacú;Garmendia
TUCUMAN;Burruyacú;Otros
TUCUMAN;Burruyacú;Piedrabuena
TUCUMAN;Burruyacú;Villa Burruyacú
TUCUMAN;Capital;San Miguel de Tucumán (Est. Tucumán)
TUCUMAN;Chicligasta;Arcadia
TUCUMAN;Chicligasta;Concepción
TUCUMAN;Cruz Alta;Alderetes
TUCUMAN;Cruz Alta;Banda del Río Salí
TUCUMAN;Cruz Alta;Colombres
TUCUMAN;Cruz Alta;Delfín Gallo
TUCUMAN;Cruz Alta;El Bracho
TUCUMAN;Cruz Alta;La Florida
TUCUMAN;Cruz Alta;Las Cejas
TUCUMAN;Cruz Alta;Los Ralos
TUCUMAN;Cruz Alta;Pacará
TUCUMAN;Cruz Alta;Ranchillos
TUCUMAN;Cruz Alta;San Andrés
TUCUMAN;Famaillá;Famaillá
TUCUMAN;Graneros;Graneros
TUCUMAN;Graneros;Lamadrid
TUCUMAN;Graneros;Taco Ralo
TUCUMAN;Juan Bautista Alberdi;Juan Bautista Alberdi
TUCUMAN;La Cocha;La Cocha
TUCUMAN;La Cocha;San José de La Cocha
TUCUMAN;Leales;Bella Vista
TUCUMAN;Leales;Estación Aráoz
TUCUMAN;Leales;Manuel García Fernández
TUCUMAN;Leales;Pala Pala
TUCUMAN;Leales;Río Colorado
TUCUMAN;Leales;Santa Rosa de Leales
TUCUMAN;Leales;Villa de Leales
TUCUMAN;Leales;Villa Fiad - Ingenio Leales
TUCUMAN;Lules;El Manantial
TUCUMAN;Lules;Ingenio San Pablo
TUCUMAN;Lules;La Reducción
TUCUMAN;Lules;Lules
TUCUMAN;Monteros;Acheral
TUCUMAN;Monteros;Capitán Cáceres
TUCUMAN;Monteros;Monteros
TUCUMAN;Monteros;Pueblo Independencia
TUCUMAN;Monteros;Río Seco
TUCUMAN;Monteros;Santa Lucía
TUCUMAN;Monteros;Sargento Moya
TUCUMAN;Monteros;Teniente Berdina
TUCUMAN;Monteros;Villa Quinteros
TUCUMAN;OTROS;Otros
TUCUMAN;Río Chico;Aguilares
TUCUMAN;Río Chico;Los Sarmientos
TUCUMAN;Río Chico;Río Chico
TUCUMAN;Río Chico;Santa Ana
TUCUMAN;Simoca;Atahona
TUCUMAN;Simoca;Monteagudo
TUCUMAN;Simoca;Nueva Trinidad
TUCUMAN;Simoca;Simoca
TUCUMAN;Simoca;Villa Chicligasta
TUCUMAN;Tafí del Valle;Amaicha del Valle
TUCUMAN;Tafí del Valle;Colalao del Valle
TUCUMAN;Tafí del Valle;El Mollar
TUCUMAN;Tafí del Valle;Tafí del Valle
TUCUMAN;Tafí Viejo;Barrio Lomas de Tafí
TUCUMAN;Tafí Viejo;Barrio Mutual San Martín
TUCUMAN;Tafí Viejo;Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6)
TUCUMAN;Tafí Viejo;Tafí Viejo
TUCUMAN;Tafí Viejo;Villa Mariano Moreno - El Colmenar
TUCUMAN;Trancas;San Pedro de Colalao
TUCUMAN;Trancas;Villa  de Trancas
TUCUMAN;Yerba Buena;Villa Carmela
TUCUMAN;Yerba Buena;Yerba Buena - Marcos Paz
